Season,Competition Group,Competition,Week Date,Fixture Location,Time of Match,Team_Role,Team,Opponent,Team_Score,Opponent_Score,Result
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-27,Lee Valley Hockey and Tennis Centre - Pitch 2,Completed,Away,London Wayfarers W2,Wapping W1,0.0,0.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-27,Paddington Recreation Ground,Completed,Home,Hampstead & Westminster W3,Wimbledon W3,2.0,4.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-27,Paddington Recreation Ground,Completed,Away,Wimbledon W3,Hampstead & Westminster W3,4.0,2.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-27,Southgate Hockey Centre Pitch 1,Completed,Home,Southgate W2,Wanderers W1,2.0,2.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-27,Southgate Hockey Centre Pitch 1,Completed,Away,Wanderers W1,Southgate W2,2.0,2.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-27,Dukes Meadow pitch,Completed,Home,Barnes W2,Tulse Hill & Dulwich W1,3.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-27,Dukes Meadow pitch,Completed,Away,Tulse Hill & Dulwich W1,Barnes W2,1.0,3.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-27,Surbiton HC - Pitch 2,Completed,Home,Surbiton Sparks,West Herts W1,10.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-27,Surbiton HC - Pitch 2,Completed,Away,West Herts W1,Surbiton Sparks,0.0,10.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-27,Old Cranleighan Sports Club,Completed,Home,Old Cranleighan W1,PHC Chiswick W1,2.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-27,Old Cranleighan Sports Club,Completed,Away,PHC Chiswick W1,Old Cranleighan W1,0.0,2.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-31,Dukes Meadow pitch,Completed,Home,Barnes W2,Hampstead & Westminster W3,5.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-01-31,Dukes Meadow pitch,Completed,Away,Hampstead & Westminster W3,Barnes W2,1.0,5.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,Raynes Park High School,Completed,Home,Wimbledon W3,PHC Chiswick W1,2.0,2.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,Raynes Park High School,Completed,Away,PHC Chiswick W1,Wimbledon W3,2.0,2.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,Surbiton HC - Pitch 1,Completed,Home,Surbiton Sparks,Old Cranleighan W1,4.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,Surbiton HC - Pitch 1,Completed,Away,Old Cranleighan W1,Surbiton Sparks,1.0,4.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,New Field,Completed,Home,West Herts W1,Wapping W1,0.0,4.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,New Field,Completed,Away,Wapping W1,West Herts W1,4.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,Kennington Park,Completed,Home,Wanderers W1,Hampstead & Westminster W3,0.0,2.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,Kennington Park,Completed,Away,Hampstead & Westminster W3,Wanderers W1,2.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,Alleyns School,Completed,Home,Tulse Hill & Dulwich W1,Southgate W2,2.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,Alleyns School,Completed,Away,Southgate W2,Tulse Hill & Dulwich W1,1.0,2.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,Kings House Sports Ground,Completed,Home,London Wayfarers W2,Barnes W2,1.0,2.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-03,Kings House Sports Ground,Completed,Away,Barnes W2,London Wayfarers W2,2.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Mill Hill School,Completed,Home,Hampstead & Westminster W3,Tulse Hill & Dulwich W1,2.0,4.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Mill Hill School,Completed,Away,Tulse Hill & Dulwich W1,Hampstead & Westminster W3,4.0,2.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Dukes Meadow pitch,Completed,Home,Barnes W2,West Herts W1,5.0,3.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Dukes Meadow pitch,Completed,Away,West Herts W1,Barnes W2,3.0,5.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Southgate Hockey Centre Pitch 1,Completed,Home,Southgate W2,London Wayfarers W2,2.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Southgate Hockey Centre Pitch 1,Completed,Away,London Wayfarers W2,Southgate W2,0.0,2.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Latymer Upper School,Completed,Home,PHC Chiswick W1,Wanderers W1,2.0,2.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Latymer Upper School,Completed,Away,Wanderers W1,PHC Chiswick W1,2.0,2.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Lee Valley Hockey and Tennis Centre - Pitch 1,Completed,Home,Wapping W1,Surbiton Sparks,1.0,1.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Lee Valley Hockey and Tennis Centre - Pitch 1,Completed,Away,Surbiton Sparks,Wapping W1,1.0,1.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Old Cranleighan Sports Club,Completed,Home,Old Cranleighan W1,Wimbledon W3,3.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-10,Old Cranleighan Sports Club,Completed,Away,Wimbledon W3,Old Cranleighan W1,1.0,3.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-17,Raynes Park High School,Completed,Home,Wimbledon W3,Southgate W2,0.0,9.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-17,Raynes Park High School,Completed,Away,Southgate W2,Wimbledon W3,9.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,Lee Valley Hockey and Tennis Centre - Pitch 2,Completed,Home,Wapping W1,Old Cranleighan W1,1.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,Lee Valley Hockey and Tennis Centre - Pitch 2,Completed,Away,Old Cranleighan W1,Wapping W1,0.0,1.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,Kennington Park,Completed,Home,Wanderers W1,Wimbledon W3,2.0,3.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,Kennington Park,Completed,Away,Wimbledon W3,Wanderers W1,3.0,2.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,Surbiton HC - Pitch 1,Completed,Home,Surbiton Sparks,Barnes W2,2.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,Surbiton HC - Pitch 1,Completed,Away,Barnes W2,Surbiton Sparks,1.0,2.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,New Field,Completed,Home,West Herts W1,Southgate W2,0.0,4.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,New Field,Completed,Away,Southgate W2,West Herts W1,4.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,Alleyns School,Completed,Home,Tulse Hill & Dulwich W1,PHC Chiswick W1,4.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,Alleyns School,Completed,Away,PHC Chiswick W1,Tulse Hill & Dulwich W1,1.0,4.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,Kings House Sports Ground,Completed,Home,London Wayfarers W2,Hampstead & Westminster W3,4.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-02-24,Kings House Sports Ground,Completed,Away,Hampstead & Westminster W3,London Wayfarers W2,1.0,4.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Raynes Park High School,Completed,Home,Wimbledon W3,Tulse Hill & Dulwich W1,1.0,1.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Raynes Park High School,Completed,Away,Tulse Hill & Dulwich W1,Wimbledon W3,1.0,1.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Southgate Hockey Centre Pitch 1,Completed,Home,Southgate W2,Surbiton Sparks,1.0,2.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Southgate Hockey Centre Pitch 1,Completed,Away,Surbiton Sparks,Southgate W2,2.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Dukes Meadow pitch,Completed,Home,Barnes W2,Wapping W1,1.0,1.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Dukes Meadow pitch,Completed,Away,Wapping W1,Barnes W2,1.0,1.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Mill Hill School,Completed,Home,Hampstead & Westminster W3,West Herts W1,4.0,4.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Mill Hill School,Completed,Away,West Herts W1,Hampstead & Westminster W3,4.0,4.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Old Cranleighan Sports Club,Completed,Home,Old Cranleighan W1,Wanderers W1,0.0,1.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Old Cranleighan Sports Club,Completed,Away,Wanderers W1,Old Cranleighan W1,1.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Latymer Upper School,Completed,Home,PHC Chiswick W1,London Wayfarers W2,1.0,3.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-02,Latymer Upper School,Completed,Away,London Wayfarers W2,PHC Chiswick W1,3.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,New Field,Completed,Home,West Herts W1,PHC Chiswick W1,0.0,2.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,New Field,Completed,Away,PHC Chiswick W1,West Herts W1,2.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,Surbiton HC - Pitch 2,Completed,Home,Surbiton Sparks,Hampstead & Westminster W3,4.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,Surbiton HC - Pitch 2,Completed,Away,Hampstead & Westminster W3,Surbiton Sparks,0.0,4.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,Lee Valley Hockey and Tennis Centre - Pitch 1,Completed,Home,Wapping W1,Southgate W2,1.0,1.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,Lee Valley Hockey and Tennis Centre - Pitch 1,Completed,Away,Southgate W2,Wapping W1,1.0,1.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,Dukes Meadow pitch,Completed,Home,Barnes W2,Old Cranleighan W1,3.0,2.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,Dukes Meadow pitch,Completed,Away,Old Cranleighan W1,Barnes W2,2.0,3.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,Alleyns School,Completed,Home,Tulse Hill & Dulwich W1,Wanderers W1,4.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,Alleyns School,Completed,Away,Wanderers W1,Tulse Hill & Dulwich W1,1.0,4.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,Kings House Sports Ground,Completed,Home,London Wayfarers W2,Wimbledon W3,3.0,2.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-09,Kings House Sports Ground,Completed,Away,Wimbledon W3,London Wayfarers W2,2.0,3.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Raynes Park High School,Completed,Home,Wimbledon W3,West Herts W1,1.0,2.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Raynes Park High School,Completed,Away,West Herts W1,Wimbledon W3,2.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Paddington Recreation Ground,Completed,Home,Hampstead & Westminster W3,Wapping W1,0.0,5.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Paddington Recreation Ground,Completed,Away,Wapping W1,Hampstead & Westminster W3,5.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Kennington Park,Completed,Home,Wanderers W1,London Wayfarers W2,1.0,3.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Kennington Park,Completed,Away,London Wayfarers W2,Wanderers W1,3.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Southgate Hockey Centre Pitch 1,Completed,Home,Southgate W2,Barnes W2,3.0,3.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Southgate Hockey Centre Pitch 1,Completed,Away,Barnes W2,Southgate W2,3.0,3.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Old Cranleighan Sports Club,Completed,Home,Old Cranleighan W1,Tulse Hill & Dulwich W1,1.0,1.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Old Cranleighan Sports Club,Completed,Away,Tulse Hill & Dulwich W1,Old Cranleighan W1,1.0,1.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Latymer Upper School,Completed,Home,PHC Chiswick W1,Surbiton Sparks,2.0,2.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-16,Latymer Upper School,Completed,Away,Surbiton Sparks,PHC Chiswick W1,2.0,2.0,Draw
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,Kings House Sports Ground,Completed,Home,London Wayfarers W2,Tulse Hill & Dulwich W1,2.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,Kings House Sports Ground,Completed,Away,Tulse Hill & Dulwich W1,London Wayfarers W2,1.0,2.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,Paddington Recreation Ground,Completed,Home,Hampstead & Westminster W3,Barnes W2,2.0,7.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,Paddington Recreation Ground,Completed,Away,Barnes W2,Hampstead & Westminster W3,7.0,2.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,New Field,Completed,Home,West Herts W1,Wanderers W1,0.0,1.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,New Field,Completed,Away,Wanderers W1,West Herts W1,1.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,Surbiton HC - Pitch 1,Completed,Home,Surbiton Sparks,Wimbledon W3,4.0,1.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,Surbiton HC - Pitch 1,Completed,Away,Wimbledon W3,Surbiton Sparks,1.0,4.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,Lee Valley Hockey and Tennis Centre - Pitch 1,Completed,Home,Wapping W1,PHC Chiswick W1,0.0,1.0,Loss
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,Lee Valley Hockey and Tennis Centre - Pitch 1,Completed,Away,PHC Chiswick W1,Wapping W1,1.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,Southgate Hockey Centre Pitch 1,Completed,Home,Southgate W2,Old Cranleighan W1,3.0,0.0,Win
2023-2024,LONDON HOCKEY LEAGUE WOMENS,London Women's Premier Division,2024-03-23,Southgate Hockey Centre Pitch 1,Completed,Away,Old Cranleighan W1,Southgate W2,0.0,3.0,Loss
